Id,AVG,,,,,,
001j000000fTm0oAAC,1000,,,,,,
001j000000fTm0rAAC,850,,,,,,
001j000000fTm0yAAC,67,,,,,,
001j000000fTm0zAAC,9187,,,,,,
001j000000fTm11AAC,5588,,,,,,
001j000000fTm13AAC,86,,,,,,
001j000000fTm14AAC,200,,,,,,
001j000000fTm16AAC,233,,,,,,
001j000000fTm18AAC,178,,,,,,
001j000000fTm1IAAS,710,,,,,,
001j000000fTm1JAAS,2953,,,,,,
001j000000fTm1NAAS,200,,,,,,
001j000000fTm1OAAS,90,,,,,,
001j000000fTm1QAAS,1975,,,,,,
001j000000fTm1hAAC,620,,,,,,
001j000000fTm1kAAC,5625,,,,,,
001j000000fTm1mAAC,2225,,,,,,
001j000000fTm1nAAC,968,,,,,,
001j000000fTm1pAAC,5625,,,,,,
001j000000fTm1zAAC,3000,,,,,,
001j000000fTm20AAC,55341,,,,,,
001j000000fTm25AAC,2478,,,,,,
001j000000fTm28AAC,35872,,,,,,
001j000000fTm2BAAS,5000,,,,,,
001j000000fTm2CAAS,10245,,,,,,
001j000000fTm2DAAS,14496,,,,,,
001j000000fTm2HAAS,5714,,,,,,
001j000000fTm2JAAS,886,,,,,,
001j000000fTm2KAAS,5366,,,,,,
001j000000fTm2LAAS,3379,,,,,,
001j000000fTm2OAAS,4920,,,,,,
001j000000fTm2PAAS,12967,,,,,,
001j000000fTm2RAAS,225,,,,,,
001j000000fTm2TAAS,851,,,,,,
001j000000fTm2VAAS,1578,,,,,,
001j000000fTm2WAAS,4500,,,,,,
001j000000fTm2YAAS,500,,,,,,
001j000000fTm2dAAC,5020,,,,,,
001j000000fTm2eAAC,5000,,,,,,
001j000000fTm2hAAC,917,,,,,,
001j000000fTm2nAAC,275,,,,,,
001j000000fTm2sAAC,2548,,,,,,
001j000000fTm2tAAC,1839,,,,,,
001j000000fTm2vAAC,60,,,,,,
001j000000fTm2xAAC,111,,,,,,
001j000000fTm30AAC,100,,,,,,
001j000000fTm33AAC,2500,,,,,,
001j000000fTm36AAC,2681,,,,,,
001j000000fTm38AAC,2041,,,,,,
001j000000fTm39AAC,3361,,,,,,
001j000000fTm3AAAS,1371,,,,,,
001j000000fTm3BAAS,1500,,,,,,
001j000000fTm3DAAS,1275,,,,,,
001j000000fTm3FAAS,7500,,,,,,
001j000000fTm3KAAS,2417,,,,,,
001j000000fTm3PAAS,3552,,,,,,
001j000000fTm3QAAS,1083,,,,,,
001j000000fTm3RAAS,2275,,,,,,
001j000000fTm3TAAS,1733,,,,,,
001j000000fTm3UAAS,2377,,,,,,
001j000000fTm3WAAS,70,,,,,,
001j000000fTm3YAAS,110,,,,,,
001j000000fTm3ZAAS,1003,,,,,,
001j000000fTm3bAAC,5097,,,,,,
001j000000fTm3fAAC,679,,,,,,
001j000000fTm3hAAC,1458,,,,,,
001j000000fTm3iAAC,6249,,,,,,
001j000000fTm3jAAC,3522,,,,,,
001j000000fTm3nAAC,450,,,,,,
001j000000fTm3oAAC,13828,,,,,,
001j000000fTm3pAAC,3257,,,,,,
001j000000fTm3xAAC,2700,,,,,,
001j000000fTm3zAAC,3698,,,,,,
001j000000fTm41AAC,3990,,,,,,
001j000000fTm42AAC,246,,,,,,
001j000000fTm43AAC,6481,,,,,,
001j000000fTm47AAC,4328,,,,,,
001j000000fTm4DAAS,3615,,,,,,
001j000000fTm4EAAS,2500,,,,,,
001j000000fTm4FAAS,4093,,,,,,
001j000000fTm4GAAS,88,,,,,,
001j000000fTm4HAAS,1195,,,,,,
001j000000fTm4IAAS,9889,,,,,,
001j000000fTm4LAAS,5000,,,,,,
001j000000fTm4MAAS,500,,,,,,
001j000000fTm4NAAS,3547,,,,,,
001j000000fTm4QAAS,200,,,,,,
001j000000fTm4RAAS,134,,,,,,
001j000000fTm4SAAS,38,,,,,,
001j000000fTm4WAAS,4907,,,,,,
001j000000fTm4XAAS,1124,,,,,,
001j000000fTm4aAAC,5095,,,,,,
001j000000fTm4bAAC,895,,,,,,
001j000000fTm4dAAC,3438,,,,,,
001j000000fTm4iAAC,2252,,,,,,
001j000000fTm4lAAC,4789,,,,,,
001j000000fTm4pAAC,733,,,,,,
001j000000fTm4qAAC,320,,,,,,
001j000000fTm4rAAC,100,,,,,,
001j000000fTm4sAAC,21,,,,,,
001j000000fTm4tAAC,110,,,,,,
001j000000fTm4uAAC,370,,,,,,
001j000000fTm51AAC,550,,,,,,
001j000000fTm56AAC,1209,,,,,,
001j000000fTm5AAAS,3358,,,,,,
001j000000fTm5EAAS,4304,,,,,,
001j000000fTm5GAAS,4941,,,,,,
001j000000fTm5LAAS,3994,,,,,,
001j000000fTm5NAAS,7500,,,,,,
001j000000fTm5OAAS,500,,,,,,
001j000000fTm5PAAS,80,,,,,,
001j000000fTm5QAAS,200,,,,,,
001j000000fTm5RAAS,553,,,,,,
001j000000fTm5SAAS,25,,,,,,
001j000000fTm5VAAS,852,,,,,,
001j000000fTm5WAAS,6960,,,,,,
001j000000fTm5XAAS,317,,,,,,
001j000000fTm5YAAS,120,,,,,,
001j000000fTm5ZAAS,564,,,,,,
001j000000fTm5aAAC,2500,,,,,,
001j000000fTm5bAAC,25,,,,,,
001j000000fTm5cAAC,250,,,,,,
001j000000fTm5dAAC,3208,,,,,,
001j000000fTm5eAAC,5527,,,,,,
001j000000fTm5fAAC,500,,,,,,
001j000000fTm5gAAC,633,,,,,,
001j000000fTm5hAAC,2000,,,,,,
001j000000fTm5iAAC,250,,,,,,
001j000000fTm5jAAC,250,,,,,,
001j000000fTm5kAAC,620,,,,,,
001j000000fTm5lAAC,1500,,,,,,
001j000000fTm5mAAC,552,,,,,,
001j000000fTm5nAAC,104,,,,,,
001j000000fTm5pAAC,2478,,,,,,
001j000000fTm5qAAC,325,,,,,,
001j000000fTm5rAAC,430,,,,,,
001j000000fTm5sAAC,100,,,,,,
001j000000fTm5tAAC,1036,,,,,,
001j000000fTm5uAAC,2660,,,,,,
001j000000fTm5vAAC,650,,,,,,
001j000000fTm5wAAC,1034,,,,,,
001j000000fTm5xAAC,1950,,,,,,
001j000000fTm5yAAC,1240,,,,,,
001j000000fTm5zAAC,1029,,,,,,
001j000000fTm60AAC,175,,,,,,
001j000000fTm61AAC,500,,,,,,
001j000000fTm62AAC,484,,,,,,
001j000000fTm63AAC,778,,,,,,
001j000000fTm64AAC,2970,,,,,,
001j000000fTm65AAC,700,,,,,,
001j000000fTm66AAC,1000,,,,,,
001j000000fTm67AAC,350,,,,,,
001j000000fTm68AAC,500,,,,,,
001j000000fTm69AAC,500,,,,,,
001j000000fTm6AAAS,401,,,,,,
001j000000fTm6BAAS,500,,,,,,
001j000000fTm6CAAS,50,,,,,,
001j000000fTm6DAAS,1500,,,,,,
001j000000fTm6EAAS,500,,,,,,
001j000000fTm6FAAS,1068,,,,,,
001j000000fTm6GAAS,630,,,,,,
001j000000fTm6HAAS,500,,,,,,
001j000000fTm6IAAS,100,,,,,,
001j000000fTm6JAAS,175,,,,,,
001j000000fTm6KAAS,2500,,,,,,
001j000000fTm6LAAS,50,,,,,,
001j000000fTm6MAAS,500,,,,,,
001j000000fTm6NAAS,100,,,,,,
001j000000fTm6OAAS,500,,,,,,
001j000000fTm6PAAS,550,,,,,,
001j000000fTm6QAAS,812,,,,,,
001j000000fTm6RAAS,2125,,,,,,
001j000000fTm6TAAS,708,,,,,,
001j000000fTm6UAAS,50,,,,,,
001j000000fTm6VAAS,941,,,,,,
001j000000fTm6WAAS,804,,,,,,
001j000000fTm6XAAS,1400,,,,,,
001j000000fTm6YAAS,50,,,,,,
001j000000fTm6ZAAS,25,,,,,,
001j000000fTm6aAAC,1966,,,,,,
001j000000fTm6cAAC,1902,,,,,,
001j000000fTm6dAAC,186,,,,,,
001j000000fTm6eAAC,10193,,,,,,
001j000000fTm6fAAC,7500,,,,,,
001j000000fTm6gAAC,679,,,,,,
001j000000fTm6hAAC,2500,,,,,,
001j000000fTm6iAAC,3157,,,,,,
001j000000fTm6jAAC,3450,,,,,,
001j000000fTm6kAAC,375,,,,,,
001j000000fTm6mAAC,100,,,,,,
001j000000fTm6nAAC,500,,,,,,
001j000000fTm6oAAC,4291,,,,,,
001j000000fTm6pAAC,100,,,,,,
001j000000fTm6qAAC,250,,,,,,
001j000000fTm6tAAC,28,,,,,,
001j000000fTm6uAAC,5000,,,,,,
001j000000fTm6wAAC,131,,,,,,
001j000000fTm6xAAC,150,,,,,,
001j000000fTm6yAAC,5549,,,,,,
001j000000fTm6zAAC,130,,,,,,
001j000000fTm70AAC,350,,,,,,
001j000000fTm71AAC,240,,,,,,
001j000000fTm72AAC,143,,,,,,
001j000000fTm73AAC,25,,,,,,
001j000000fTm74AAC,342,,,,,,
001j000000fTm77AAC,50,,,,,,
001j000000fTm79AAC,2500,,,,,,
001j000000fTm7AAAS,40,,,,,,
001j000000fTm7BAAS,100,,,,,,
001j000000fTm7CAAS,50,,,,,,
001j000000fTm7DAAS,120,,,,,,
001j000000fTm7EAAS,1500,,,,,,
001j000000fTm7FAAS,3087,,,,,,
001j000000fTm7JAAS,2500,,,,,,
001j000000fTm7LAAS,2649,,,,,,
001j000000fTm7PAAS,300,,,,,,
001j000000fTm7QAAS,9768,,,,,,
001j000000fTm7RAAS,2400,,,,,,
001j000000fTm7SAAS,50,,,,,,
001j000000fTm7TAAS,208,,,,,,
001j000000fTm7UAAS,907,,,,,,
001j000000fTm7WAAS,100,,,,,,
001j000000fTm7YAAS,8875,,,,,,
001j000000fTm7ZAAS,250,,,,,,
001j000000fTm7aAAC,178,,,,,,
001j000000fTm7bAAC,908,,,,,,
001j000000fTm7dAAC,870,,,,,,
001j000000fTm7eAAC,4131,,,,,,
001j000000fTm7gAAC,500,,,,,,
001j000000fTm7hAAC,2500,,,,,,
001j000000fTm7oAAC,1436,,,,,,
001j000000fTm7pAAC,1454,,,,,,
001j000000fTm7qAAC,100,,,,,,
001j000000fTm7rAAC,207,,,,,,
001j000000fTm7tAAC,60,,,,,,
001j000000fTm7wAAC,5362,,,,,,
001j000000fTm7xAAC,225,,,,,,
001j000000fTm7yAAC,3500,,,,,,
001j000000fTm7zAAC,100,,,,,,
001j000000fTm81AAC,3391,,,,,,
001j000000fTmAwAAK,2679,,,,,,
001j000000fTmAxAAK,4509,,,,,,
001j000000fTmAyAAK,6098,,,,,,
001j000000fTmAzAAK,1358,,,,,,
001j000000fTmB1AAK,4514,,,,,,
001j000000fTmB2AAK,11654,,,,,,
001j000000fTmB3AAK,2855,,,,,,
001j000000fTmB4AAK,7659,,,,,,
001j000000fTmB5AAK,20000,,,,,,
001j000000fTmB6AAK,3334,,,,,,
001j000000fTmB7AAK,2098,,,,,,
001j000000fTmBAAA0,9907,,,,,,
001j000000fTmBCAA0,3239,,,,,,
001j000000fTmBGAA0,150,,,,,,
001j000000fTmBHAA0,2943,,,,,,
001j000000fTmBIAA0,124,,,,,,
001j000000fTmBJAA0,1550,,,,,,
001j000000fTmBQAA0,1356,,,,,,
001j000000fTmBZAA0,7030,,,,,,
001j000000fTmBaAAK,8200,,,,,,
001j000000fTmBbAAK,8556,,,,,,
001j000000fTmBcAAK,765,,,,,,
001j000000fTmBjAAK,870,,,,,,
001j000000fTmBtAAK,26613,,,,,,
001j000000fTmBuAAK,2072,,,,,,
001j000000fTmBwAAK,5800,,,,,,
001j000000fTmByAAK,2500,,,,,,
001j000000fTmBzAAK,4680,,,,,,
001j000000fTmC2AAK,6481,,,,,,
001j000000fTmC4AAK,233,,,,,,
001j000000fTmC5AAK,10452,,,,,,
001j000000fTmC7AAK,20,,,,,,
001j000000fTmC8AAK,1875,,,,,,
001j000000fTmCAAA0,6030,,,,,,
001j000000fTmCCAA0,2048,,,,,,
001j000000fTmCHAA0,3950,,,,,,
001j000000fTmCIAA0,2077,,,,,,
001j000000fTmCMAA0,180,,,,,,
001j000000fTmCPAA0,9219,,,,,,
001j000000fTmCRAA0,5747,,,,,,
001j000000fTmCSAA0,1650,,,,,,
001j000000fTmCTAA0,123,,,,,,
001j000000fTmCWAA0,300,,,,,,
001j000000fTmCXAA0,616,,,,,,
001j000000fTmCbAAK,475,,,,,,
001j000000fTmCcAAK,1680,,,,,,
001j000000fTmCdAAK,2214,,,,,,
001j000000fTmCeAAK,4360,,,,,,
001j000000fTmCfAAK,19000,,,,,,
001j000000fTmCiAAK,200,,,,,,
001j000000fTmClAAK,1618,,,,,,
001j000000fTmCnAAK,10775,,,,,,
001j000000fTmCoAAK,1559,,,,,,
001j000000fTmCpAAK,375,,,,,,
001j000000fTmCqAAK,440,,,,,,
001j000000fTmCtAAK,200,,,,,,
001j000000fTmCuAAK,3207,,,,,,
001j000000fTmCxAAK,175,,,,,,
001j000000fTmD0AAK,3855,,,,,,
001j000000fTmD4AAK,200,,,,,,
001j000000fTmD6AAK,815,,,,,,
001j000000fTmD8AAK,4740,,,,,,
001j000000fTmDCAA0,2735,,,,,,
001j000000fTmDFAA0,2169,,,,,,
001j000000fTmDHAA0,25,,,,,,
001j000000fTmDIAA0,13519,,,,,,
001j000000fTmDKAA0,1209,,,,,,
001j000000fTmDLAA0,809,,,,,,
001j000000fTmDMAA0,9153,,,,,,
001j000000fTmDOAA0,1332,,,,,,
001j000000fTmDRAA0,730,,,,,,
001j000000fTmDVAA0,12621,,,,,,
001j000000fTmDaAAK,500,,,,,,
001j000000fTmDjAAK,1667,,,,,,
001j000000fTmDoAAK,1780,,,,,,
001j000000fTmDrAAK,3000,,,,,,
001j000000fTmDsAAK,500,,,,,,
001j000000fTmDtAAK,2410,,,,,,
001j000000fTmDxAAK,14900,,,,,,
001j000000fTmDyAAK,1103,,,,,,
001j000000fTmE1AAK,2500,,,,,,
001j000000fTmE2AAK,1000,,,,,,
001j000000fTmE3AAK,2200,,,,,,
001j000000fTmE4AAK,4110,,,,,,
001j000000fTmE5AAK,1000,,,,,,
001j000000fTmEAAA0,325,,,,,,
001j000000fTmEBAA0,75,,,,,,
001j000000fTmECAA0,175,,,,,,
001j000000fTmEEAA0,500,,,,,,
001j000000fTmEFAA0,300,,,,,,
001j000000fTmEGAA0,3301,,,,,,
001j000000fTmEHAA0,909,,,,,,
001j000000fTmEIAA0,2075,,,,,,
001j000000fTmEJAA0,916,,,,,,
001j000000fTmEKAA0,8,,,,,,
001j000000fTmELAA0,3034,,,,,,
001j000000fTmEMAA0,1667,,,,,,
001j000000fTmENAA0,1781,,,,,,
001j000000fTmEOAA0,4457,,,,,,
001j000000fTmEPAA0,2353,,,,,,
001j000000fTmEQAA0,18,,,,,,
001j000000fTmERAA0,3295,,,,,,
001j000000fTmESAA0,190,,,,,,
001j000000fTmETAA0,61,,,,,,
001j000000fTmEVAA0,3358,,,,,,
001j000000fTmEWAA0,2500,,,,,,
001j000000fTmEXAA0,12379,,,,,,
001j000000fTmEYAA0,30,,,,,,
001j000000fTmEZAA0,1596,,,,,,
001j000000fTmEaAAK,2500,,,,,,
001j000000fTmEbAAK,50,,,,,,
001j000000fTmEcAAK,86,,,,,,
001j000000fTmEdAAK,200,,,,,,
001j000000fTmEeAAK,164,,,,,,
001j000000fTmElAAK,20728,,,,,,
001j000000fTmEmAAK,10278,,,,,,
001j000000fTmEpAAK,533,,,,,,
001j000000fTmEqAAK,30192,,,,,,
001j000000fTmEtAAK,2157,,,,,,
001j000000fTmEuAAK,2174,,,,,,
001j000000fTmEvAAK,3867,,,,,,
001j000000fTmFCAA0,50,,,,,,
001j000000fTmFGAA0,75,,,,,,
001j000000fTmFJAA0,2167,,,,,,
001j000000fTmFNAA0,250,,,,,,
001j000000fTmFPAA0,6750,,,,,,
001j000000fTmFTAA0,8003,,,,,,
001j000000fTmFUAA0,3783,,,,,,
001j000000fTmFVAA0,150,,,,,,
001j000000fTmFXAA0,2500,,,,,,
001j000000fTmFYAA0,5000,,,,,,
001j000000fTmFaAAK,250,,,,,,
001j000000fTmFbAAK,2833,,,,,,
001j000000fTmFcAAK,250,,,,,,
001j000000fTmFdAAK,25,,,,,,
001j000000fTmFeAAK,5746,,,,,,
001j000000fTmFfAAK,2556,,,,,,
001j000000fTmFgAAK,967,,,,,,
001j000000fTmFpAAK,3746,,,,,,
001j000000fTmG8AAK,30675,,,,,,
001j000000fTmGAAA0,2202,,,,,,
001j000000fTmGCAA0,2930,,,,,,
001j000000fTmGDAA0,500,,,,,,
001j000000fTmGHAA0,2000,,,,,,
001j000000fTmGKAA0,629,,,,,,
001j000000fTmGMAA0,5486,,,,,,
001j000000fTmGQAA0,5666,,,,,,
001j000000fTmGUAA0,467,,,,,,
001j000000fTmGbAAK,2467,,,,,,
001j000000fTmGeAAK,3405,,,,,,
001j000000fTmGfAAK,1733,,,,,,
001j000000fTmGgAAK,413,,,,,,
001j000000fTmGhAAK,120,,,,,,
001j000000fTmGlAAK,2500,,,,,,
001j000000fTmGmAAK,6159,,,,,,
001j000000fTmGnAAK,2668,,,,,,
001j000000fTmGuAAK,117,,,,,,
001j000000fTmGzAAK,24,,,,,,
001j000000fTmH4AAK,830,,,,,,
001j000000fTmH6AAK,7481,,,,,,
001j000000fTmH8AAK,100,,,,,,
001j000000fTmHAAA0,133,,,,,,
001j000000fTmHHAA0,2528,,,,,,
001j000000fTmHIAA0,305,,,,,,
001j000000fTmHPAA0,9768,,,,,,
001j000000fTmHQAA0,1042,,,,,,
001j000000fTmHSAA0,42,,,,,,
001j000000fTmHUAA0,300,,,,,,
001j000000fTmHcAAK,278,,,,,,
001j000000fTmHhAAK,129,,,,,,
001j000000fTmHiAAK,2947,,,,,,
001j000000fTmHjAAK,750,,,,,,
001j000000fTmHkAAK,120,,,,,,
001j000000fTmHlAAK,6244,,,,,,
001j000000fTmHoAAK,7534,,,,,,
001j000000fTmHtAAK,2361,,,,,,
001j000000fTmHuAAK,200,,,,,,
001j000000fTmHvAAK,639,,,,,,
001j000000fTmHxAAK,25,,,,,,
001j000000fTmHyAAK,1215,,,,,,
001j000000fTmHzAAK,304,,,,,,
001j000000fTmI0AAK,240,,,,,,
001j000000fTmI2AAK,3833,,,,,,
001j000000fTmI3AAK,10000,,,,,,
001j000000fTmI7AAK,4375,,,,,,
001j000000fTmI8AAK,620,,,,,,
001j000000fTmICAA0,5454,,,,,,
001j000000fTmIDAA0,96,,,,,,
001j000000fTmIEAA0,1649,,,,,,
001j000000fTmIFAA0,658,,,,,,
001j000000fTmIHAA0,1562,,,,,,
001j000000fTmIKAA0,107,,,,,,
001j000000fTmIPAA0,100,,,,,,
001j000000fTmIZAA0,3375,,,,,,
001j000000fTmIeAAK,1000,,,,,,
001j000000fTmIhAAK,875,,,,,,
001j000000fTmInAAK,253,,,,,,
001j000000fTmIpAAK,4688,,,,,,
001j000000fTmIrAAK,4469,,,,,,
001j000000fTmItAAK,592,,,,,,
001j000000fTmIzAAK,388,,,,,,
001j000000fTmJ1AAK,1014,,,,,,
001j000000fTmJ8AAK,413,,,,,,
001j000000fTmJCAA0,1387,,,,,,
001j000000fTmJDAA0,5108,,,,,,
001j000000fTmJFAA0,637,,,,,,
001j000000fTmJMAA0,8748,,,,,,
001j000000fTmJOAA0,500,,,,,,
001j000000fTmJUAA0,252,,,,,,
001j000000fTmJXAA0,2500,,,,,,
001j000000fTmJYAA0,3050,,,,,,
001j000000fTmJaAAK,50,,,,,,
001j000000fTmJfAAK,1606,,,,,,
001j000000fTmJgAAK,6775,,,,,,
001j000000fTmJhAAK,1400,,,,,,
001j000000fTmJiAAK,600,,,,,,
001j000000fTmJjAAK,429,,,,,,
001j000000fTmJkAAK,513,,,,,,
001j000000fTmJnAAK,9554,,,,,,
001j000000fTmJzAAK,100,,,,,,
001j000000fTmK2AAK,375,,,,,,
001j000000fTmK6AAK,29,,,,,,
001j000000fTmKAAA0,4660,,,,,,
001j000000fTmKLAA0,1371,,,,,,
001j000000fTmKQAA0,100,,,,,,
001j000000fTmKSAA0,463,,,,,,
001j000000fTmKXAA0,2500,,,,,,
001j000000fTmKZAA0,100,,,,,,
001j000000fTmKdAAK,2703,,,,,,
001j000000fTmKfAAK,2600,,,,,,
001j000000fTmKiAAK,1315,,,,,,
001j000000fTmKkAAK,661,,,,,,
001j000000fTmKmAAK,1944,,,,,,
001j000000fTmKnAAK,300,,,,,,
001j000000fTmKoAAK,7500,,,,,,
001j000000fTmKpAAK,88776,,,,,,
001j000000fTmKqAAK,55675,,,,,,
001j000000fTmKsAAK,100,,,,,,
001j000000fTmKtAAK,3080,,,,,,
001j000000fTmKuAAK,200,,,,,,
001j000000fTmKvAAK,250,,,,,,
001j000000fTmKwAAK,250,,,,,,
001j000000fTmKxAAK,600,,,,,,
001j000000fTmKyAAK,555,,,,,,
001j000000fTmKzAAK,50,,,,,,
001j000000fTmL0AAK,4305,,,,,,
001j000000fTmL2AAK,2237,,,,,,
001j000000fTmL3AAK,50,,,,,,
001j000000fTmL4AAK,33,,,,,,
001j000000fTmL5AAK,2500,,,,,,
001j000000fTmL7AAK,92,,,,,,
001j000000fTmL8AAK,71,,,,,,
001j000000fTmLHAA0,3500,,,,,,
001j000000fTmLKAA0,1675,,,,,,
001j000000fTmLLAA0,2236,,,,,,
001j000000fTmLMAA0,5000,,,,,,
001j000000fTmLNAA0,7901,,,,,,
001j000000fTmLPAA0,2900,,,,,,
001j000000fTmLaAAK,504,,,,,,
001j000000fTmLeAAK,10000,,,,,,
001j000000fTmLfAAK,2500,,,,,,
001j000000fTmLgAAK,500,,,,,,
001j000000fTmLhAAK,603,,,,,,
001j000000fTmLiAAK,11,,,,,,
001j000000fTmLjAAK,1263,,,,,,
001j000000fTmLkAAK,1000,,,,,,
001j000000fTmLmAAK,250,,,,,,
001j000000fTmLnAAK,1000,,,,,,
001j000000fTmLoAAK,150,,,,,,
001j000000fTmLpAAK,250,,,,,,
001j000000fTmLqAAK,1790,,,,,,
001j000000fTmLrAAK,100,,,,,,
001j000000fTmLsAAK,281,,,,,,
001j000000fTmLtAAK,714,,,,,,
001j000000fTmLwAAK,263,,,,,,
001j000000fTmLzAAK,39,,,,,,
001j000000fTmM5AAK,12528,,,,,,
001j000000fTmM6AAK,3361,,,,,,
001j000000fTmM7AAK,3000,,,,,,
001j000000fTmM8AAK,200,,,,,,
001j000000fTmM9AAK,335,,,,,,
001j000000fTmMAAA0,755,,,,,,
001j000000fTmMDAA0,2270,,,,,,
001j000000fTmMFAA0,5000,,,,,,
001j000000fTmMGAA0,500,,,,,,
001j000000fTmMHAA0,500,,,,,,
001j000000fTmMKAA0,833,,,,,,
001j000000fTmMLAA0,833,,,,,,
001j000000fTmMMAA0,2717,,,,,,
001j000000fTmMNAA0,1277,,,,,,
001j000000fTmMOAA0,4233,,,,,,
001j000000fTmMPAA0,448,,,,,,
001j000000fTmMQAA0,5099,,,,,,
001j000000fTmMRAA0,2735,,,,,,
001j000000fTmMWAA0,1129,,,,,,
001j000000fTmMXAA0,25,,,,,,
001j000000fTmMYAA0,10000,,,,,,
001j000000fTmMZAA0,943,,,,,,
001j000000fTmMaAAK,100,,,,,,
001j000000fTmMbAAK,2500,,,,,,
001j000000fTmMcAAK,558,,,,,,
001j000000fTmMeAAK,1585,,,,,,
001j000000fTmMfAAK,2460,,,,,,
001j000000fTmMgAAK,150,,,,,,
001j000000fTmMiAAK,1841,,,,,,
001j000000fTmMjAAK,1938,,,,,,
001j000000fTmMkAAK,150,,,,,,
001j000000fTmMlAAK,514,,,,,,
